"","X","Name","JobID","YearofBirth","AttritionStatus","DistanceFromHome","JobLevel","WorkLifeBalance","PercentSalaryHike","HourlyRate","YearsWithCurrManager","MonthlyRate","JobSatisfaction","Over18","EnvironmentSatisfaction","YearsSinceLastPromotion","JobRole","EducationLevel","YearsAtCompany","Gender","Travel_For_Business","EducationField","MaritalStatus","PerformanceRating","MonthlyIncome","StandardHours","Age","TotalWorkingYears","EmployeeNumber","LastYearTrainingTime","RelationshipSatisfaction","EmployeeCount","OverTime","Department","YearsInCurrentRole","JobInvolvement","StockOptionLevel","NumCompaniesWorked","DailyRate"
"381",381,"Cunningham, Darral",1381,1991,"Yes",24,3,2,12,72,9,12355,"Disatisfied","Y",2,1,"Healthcare Representative",2,10,"Male","Non-Travel","Technical Degree","Single","High",8722,80,28,10,1088,2,1,1,"No","Research & Development",7,2,0,1,1366
"382",382,"Chavez, Jesus",1382,1988,"No",11,2,2,12,80,1,17089,"Disatisfied","Y",3,0,"Healthcare Representative",2,6,"Male","Travel_Rarely","Medical","Married","High",6833,80,31,6,1254,2,4,1,"Yes","Research & Development",5,3,0,1,1332
"383",383,"Smith, Britni",1383,1974,"No",9,2,3,13,65,12,17970,"Satisfied","Y",2,4,"Sales Executive",4,15,"Female","Non-Travel","Life Sciences","Married","High",5593,80,45,15,1113,2,4,1,"No","Sales",10,2,1,1,1050
"384",384,"Maul, Lea",1384,1984,"No",27,1,2,11,53,1,17852,"Disatisfied","Y",3,1,"Research Scientist",1,6,"Female","Travel_Rarely","Medical","Single","High",2559,80,35,6,855,3,4,1,"No","Research & Development",5,2,0,1,1343
"385",385,"Duvall-Nguyen, Mai",1385,1978,"No",4,3,4,13,81,5,26458,"Satisfied","Y",3,13,"Sales Executive",1,22,"Female","Travel_Rarely","Marketing","Divorced","High",10447,80,41,23,1818,3,4,1,"Yes","Sales",14,3,1,0,796
"386",386,"Sotelo-Garcia, Fabian",1386,1991,"No",6,1,3,14,39,2,22088,"Satisfied","Y",3,0,"Research Scientist",3,3,"Male","Travel_Frequently","Life Sciences","Divorced","High",2703,80,28,3,1151,2,4,1,"Yes","Research & Development",1,2,1,1,773
"387",387,"Garza, Patrick",1387,1979,"No",28,3,3,15,58,1,11373,"Disatisfied","Y",3,0,"Sales Executive",3,1,"Male","Non-Travel","Other","Divorced","High",10932,80,40,20,622,2,3,1,"No","Sales",0,1,1,3,1094
"388",388,"Williams, Madison",1388,1992,"No",2,1,3,13,33,0,19715,"Disatisfied","Y",4,0,"Laboratory Technician",4,1,"Female","Travel_Rarely","Life Sciences","Divorced","High",2341,80,27,1,60,6,4,1,"No","Research & Development",0,3,1,1,1240
"389",389,"Thomas, Kyle",1389,1974,"No",28,1,3,20,97,3,4585,"Very Satisfied","Y",4,0,"Research Scientist",3,5,"Male","Travel_Rarely","Technical Degree","Married","Very High",2132,80,45,8,1539,3,4,1,"No","Research & Development",4,3,1,4,950
"390",390,"Jones, Fardowsa",1390,2000,"Yes",22,1,2,19,50,0,26820,"Satisfied","Y",4,0,"Sales Representative",1,0,"Male","Travel_Rarely","Marketing","Single","High",1675,80,19,0,170,2,4,1,"Yes","Sales",0,3,0,1,528
"391",391,"Velasquez, Gabriella",1391,1989,"No",5,1,3,14,84,2,10415,"Disatisfied","Y",4,2,"Research Scientist",3,3,"Female","Travel_Rarely","Technical Degree","Divorced","High",3204,80,30,8,201,3,4,1,"No","Research & Development",2,3,1,5,201
"392",392,"Rodriguez, Devon",1392,1969,"No",8,1,3,15,54,2,9983,"OK","Y",4,2,"Sales Representative",4,2,"Male","Travel_Rarely","Marketing","Married","High",3875,80,50,4,732,2,4,1,"No","Sales",2,3,1,7,316
"393",393,"Gallegos, Daniel",1393,1990,"No",NA,1,3,11,87,0,15434,"OK","Y",4,0,"Human Resources",1,1,"Male","Travel_Rarely","Medical","Married","High",2804,80,29,1,1871,3,4,1,"No","Human Resources",0,2,0,1,352
"394",394,"Carr, Briana",1394,1992,"No",20,2,3,14,90,7,12916,"Satisfied","Y",4,0,"Sales Executive",3,7,"Female","Travel_Frequently","Life Sciences","Single","High",9981,80,27,7,301,2,4,1,"No","Sales",7,3,0,1,1242
"395",395,"Root, Derek",1395,1975,"No",NA,1,3,12,42,2,13422,"Very Satisfied","Y",2,1,"Research Scientist",3,4,"Male","Travel_Rarely","Medical","Single","High",2436,80,44,6,2025,2,3,1,"Yes","Research & Development",3,3,0,6,1037
"396",396,"Park, Sumeet",1396,1993,"No",1,2,3,17,57,7,20156,"Satisfied","Y",3,7,"Sales Executive",3,8,"Male","Travel_Rarely","Life Sciences","Married","High",5296,80,26,8,480,3,2,1,"No","Sales",7,3,1,1,933
"397",397,"Refuerzo, Amara",1397,1969,"No",7,5,2,12,43,8,16701,"Satisfied","Y",2,13,"Research Director",2,27,"Female","Travel_Rarely","Medical","Divorced","High",18740,80,50,29,73,2,4,1,"Yes","Research & Development",3,2,1,5,989
"398",398,"al-Khawaja, Badruddeen",1398,1989,"No",2,1,3,13,35,2,11162,"Very Satisfied","Y",2,1,"Laboratory Technician",1,5,"Male","Travel_Rarely","Medical","Single","High",2720,80,30,6,203,3,4,1,"No","Research & Development",3,2,0,0,1427
"399",399,"Lovejoy, Candace",1399,1990,"No",8,2,3,13,39,7,7288,"Disatisfied","Y",3,0,"Healthcare Representative",1,7,"Female","Travel_Rarely","Other","Married","High",9715,80,29,9,1542,3,3,1,"No","Research & Development",7,1,1,3,441
"400",400,"Gutierrez, Luis",1400,1987,"No",10,2,2,12,55,8,21703,"Very Satisfied","Y",4,0,"Sales Executive",3,10,"Male","Travel_Rarely","Marketing","Single","High",5396,80,32,10,717,2,4,1,"No","Sales",7,3,0,1,929
"401",401,"Ishizuki, Kevin",1401,1985,"No",3,1,1,19,88,2,2243,"Very Satisfied","Y",3,0,"Human Resources",2,3,"Male","Travel_Rarely","Human Resources","Married","High",3737,80,34,4,845,1,3,1,"No","Human Resources",2,3,1,0,829
"402",402,"Schulz, Liah",1402,1980,"No",13,4,3,13,94,2,17334,"OK","Y",3,15,"Manager",4,19,"Female","Travel_Rarely","Medical","Divorced","High",17123,80,39,21,1300,4,4,1,"Yes","Research & Development",9,2,2,6,412
"403",403,"Vandriel, Michael",1403,1965,"No",5,5,2,11,86,2,8509,"Disatisfied","Y",1,1,"Research Director",2,4,"Male","Travel_Rarely","Medical","Married","High",19406,80,54,24,524,4,3,1,"No","Research & Development",2,3,1,4,821
"404",404,"Orozco, Oscar",1404,1977,"No",9,5,3,22,93,1,26362,"Very Satisfied","Y",4,0,"Manager",2,1,"Male","Travel_Rarely","Other","Single","Very High",19613,80,42,24,1596,2,4,1,"No","Research & Development",0,2,0,8,1059
"405",405,"Banks, Micah",1405,1987,"No",2,2,2,13,45,6,25518,"OK","Y",4,1,"Research Scientist",3,9,"Male","Travel_Rarely","Medical","Divorced","High",5470,80,32,10,1677,4,3,1,"No","Research & Development",5,3,2,0,977
"406",406,"Terrell, Robert",1406,1991,"Yes",2,1,2,17,46,1,16374,"Satisfied","Y",3,2,"Research Scientist",4,2,"Male","Travel_Rarely","Medical","Single","High",4382,80,28,5,832,3,4,1,"No","Research & Development",2,3,0,6,890
"407",407,"Atzbach, Samuel",1407,1976,"No",3,5,3,14,96,7,18625,"Very Satisfied","Y",3,0,"Research Director",3,8,"Male","Travel_Rarely","Life Sciences","Married","High",19740,80,43,25,1261,2,2,1,"No","Research & Development",7,1,1,3,920
"408",408,"Nibler, Kadejah",1408,1989,"No",3,1,3,20,71,0,22653,"Satisfied","Y",3,0,"Research Scientist",3,1,"Female","Travel_Frequently","Medical","Divorced","Very High",2083,80,30,1,683,2,3,1,"No","Research & Development",0,3,1,1,160
"409",409,"Nguyen, Pamela",1409,1984,"No",1,1,3,12,62,1,8952,"Very Satisfied","Y",3,1,"Research Scientist",4,4,"Female","Travel_Rarely","Life Sciences","Married","High",2977,80,35,4,2044,5,4,1,"No","Research & Development",3,1,1,1,287
"410",410,"Sanchez, Robert",1410,1975,"Yes",10,1,3,11,96,2,10826,"Satisfied","Y",3,0,"Research Scientist",4,6,"Male","Travel_Rarely","Life Sciences","Single","High",2936,80,44,6,1208,4,3,1,"Yes","Research & Development",4,3,0,1,1097
"411",411,"Reef, Christian",1411,1974,"No",NA,4,3,23,65,8,20462,"Very Satisfied","Y",1,11,"Manager",2,20,"Male","Non-Travel","Medical","Married","Very High",16792,80,45,22,262,1,4,1,"No","Research & Development",8,2,1,9,1195
"412",412,"Tubbs, Cassidy",1412,1978,"No",NA,4,3,16,91,8,5626,"Disatisfied","Y",2,11,"Manager",5,18,"Female","Travel_Rarely","Life Sciences","Married","High",16595,80,41,22,621,2,2,1,"No","Sales",16,3,1,7,1276
"413",413,"Street, Elijah",1413,1969,"No",2,4,3,11,98,7,4544,"Disatisfied","Y",1,14,"Manager",4,31,"Male","Non-Travel","Life Sciences","Divorced","High",17924,80,50,31,909,3,4,1,"No","Research & Development",6,3,1,1,881
"414",414,"el-Rashid, Ruwaid",1414,1989,"No",5,1,2,12,75,3,2373,"Very Satisfied","Y",2,0,"Research Scientist",4,5,"Male","Travel_Frequently","Life Sciences","Divorced","High",3761,80,30,10,863,3,2,1,"No","Research & Development",4,2,1,9,1012
"415",415,"Utter, Michael",1415,1985,"No",NA,2,2,11,95,2,15834,"Satisfied","Y",4,0,"Manufacturing Director",2,3,"Male","Travel_Frequently","Life Sciences","Single","High",4033,80,34,5,1141,3,4,1,"No","Research & Development",2,3,0,2,1003
"416",416,"Adams, Veronica",1416,1976,"No",6,5,3,13,81,14,22539,"Satisfied","Y",1,6,"Manager",3,16,"Female","Travel_Rarely","Medical","Married","High",19392,80,43,21,1868,2,4,1,"No","Research & Development",12,2,0,7,823
"417",417,"Loneeagle, Elijah",1417,1976,"No",2,1,3,13,97,8,5033,"Very Satisfied","Y",2,1,"Human Resources",3,9,"Male","Travel_Rarely","Life Sciences","Single","High",3539,80,43,10,1779,5,2,1,"No","Human Resources",7,3,0,0,244
"418",418,"Nguyen, Billy",1418,1986,"No",2,2,3,14,93,4,3921,"Very Satisfied","Y",4,0,"Sales Executive",4,6,"Male","Travel_Rarely","Medical","Divorced","High",5505,80,33,6,1662,5,3,1,"No","Sales",2,3,2,1,392
"419",419,"el-Ismael, Naafoora",1419,1972,"No",26,5,3,11,98,0,5220,"Satisfied","Y",4,1,"Manager",4,5,"Female","Travel_Rarely","Life Sciences","Married","High",19658,80,47,27,1621,2,3,1,"No","Human Resources",2,3,1,3,1176
"420",420,"Nguyen, Kiearn",1420,1977,"No",10,4,3,14,31,9,16616,"Disatisfied","Y",3,0,"Manager",3,20,"Female","Travel_Rarely","Human Resources","Married","High",16799,80,42,21,1416,5,3,1,"No","Human Resources",7,3,1,0,1147
"421",421,"Gishu, Tavay",1421,1983,"Yes",16,1,3,16,43,14,8269,"Disatisfied","Y",3,15,"Laboratory Technician",4,17,"Female","Travel_Rarely","Life Sciences","Single","High",2743,80,36,18,1043,1,3,1,"No","Research & Development",13,4,0,1,885
"422",422,"Madden, Kevin",1422,1977,"No",4,5,3,11,58,15,4933,"Very Satisfied","Y",3,11,"Manager",2,22,"Male","Travel_Rarely","Technical Degree","Married","High",19232,80,42,22,326,3,4,1,"No","Research & Development",17,3,0,1,532
"423",423,"Fisco Jr, David",1423,1986,"No",4,2,2,15,90,7,6194,"OK","Y",4,1,"Research Scientist",3,9,"Male","Non-Travel","Technical Degree","Divorced","High",3055,80,33,11,1770,2,4,1,"No","Research & Development",8,3,2,5,775
"424",424,"Trujillo, Brenda",1424,1966,"No",2,4,3,16,78,7,22021,"Very Satisfied","Y",1,3,"Manager",4,25,"Female","Travel_Rarely","Life Sciences","Married","High",15427,80,53,31,20,3,3,1,"No","Sales",8,2,0,2,1219
"425",425,"Koundo, Tapsuru",1425,1982,"No",3,3,3,15,36,8,9606,"Satisfied","Y",3,7,"Manufacturing Director",3,10,"Male","Travel_Rarely","Other","Married","High",9434,80,37,10,688,2,3,1,"No","Research & Development",7,3,1,1,482
"426",426,"Waddell, Connor",1426,1968,"No",7,2,3,17,34,0,13983,"Satisfied","Y",2,0,"Manufacturing Director",4,1,"Male","Travel_Rarely","Medical","Married","High",6132,80,51,10,205,2,3,1,"No","Research & Development",0,2,0,2,1169
"427",427,"Sierra, David",1427,1971,"No",2,1,2,11,76,0,16620,"OK","Y",4,0,"Laboratory Technician",2,1,"Male","Travel_Rarely","Technical Degree","Single","High",2559,80,48,7,1263,4,3,1,"No","Research & Development",0,4,0,5,969
"428",428,"Farley, Sae",1428,1972,"No",2,1,2,18,65,2,13137,"Very Satisfied","Y",4,1,"Sales Representative",4,3,"Female","Travel_Rarely","Life Sciences","Single","High",3294,80,47,3,920,3,1,1,"Yes","Sales",2,2,0,1,1454
"429",429,"Jordan, Lucinda",1429,1982,"No",25,2,3,13,52,3,17171,"Very Satisfied","Y",3,1,"Healthcare Representative",2,6,"Female","Travel_Rarely","Medical","Divorced","High",5731,80,37,9,1154,2,3,1,"No","Research & Development",2,2,2,7,367
"430",430,"Lewis, Damien",1430,1990,"Yes",24,1,2,24,73,0,14753,"Very Satisfied","Y",4,1,"Research Scientist",2,1,"Male","Travel_Frequently","Life Sciences","Single","Very High",2439,80,29,1,1863,3,2,1,"Yes","Research & Development",0,2,0,1,459
"431",431,"Ly, Michael",1431,1992,"No",2,1,3,12,40,2,16632,"OK","Y",1,2,"Laboratory Technician",1,2,"Male","Travel_Rarely","Medical","Married","High",3468,80,27,6,12,3,4,1,"No","Research & Development",2,3,1,9,591
"432",432,"Garcia, Nikolas",1432,1984,"No",NA,1,1,17,100,4,7108,"Satisfied","Y",3,1,"Human Resources",4,5,"Male","Travel_Rarely","Technical Degree","Single","High",4323,80,35,6,1163,2,2,1,"No","Human Resources",4,3,0,1,528
"433",433,"Douglass, Joseph",1433,1990,"No",29,2,3,17,93,6,21143,"Satisfied","Y",4,1,"Healthcare Representative",1,7,"Male","Travel_Rarely","Life Sciences","Divorced","High",6384,80,29,11,1864,3,4,1,"No","Research & Development",0,1,2,8,726
"434",434,"el-Kalil, Adham",1434,1981,"Yes",29,2,3,19,70,0,11354,"Disatisfied","Y",2,0,"Healthcare Representative",1,1,"Male","Travel_Rarely","Medical","Married","High",6673,80,38,17,276,2,2,1,"Yes","Research & Development",0,3,0,7,1180
"435",435,"Frampton, Benjamin",1435,1980,"No",NA,2,3,15,76,7,10302,"Satisfied","Y",3,0,"Laboratory Technician",2,10,"Male","Travel_Rarely","Medical","Divorced","High",3069,80,39,11,1632,3,4,1,"No","Research & Development",8,2,1,0,170
"436",436,"Weiskopf, Tessa",1436,1985,"No",27,1,3,15,95,2,5711,"OK","Y",4,1,"Research Scientist",2,3,"Female","Travel_Rarely","Medical","Single","High",2311,80,34,9,242,3,4,1,"No","Research & Development",2,3,0,2,629
"437",437,"el-Hamad, Abdul Rauf",1437,1987,"No",10,2,4,13,79,0,26075,"Very Satisfied","Y",4,0,"Sales Executive",4,0,"Male","Travel_Frequently","Marketing","Single","High",4648,80,32,4,1850,2,3,1,"No","Sales",0,3,0,8,1318
"438",438,"Hamilton, Avery",1438,1985,"No",5,2,4,14,57,13,11912,"Very Satisfied","Y",2,4,"Laboratory Technician",2,15,"Male","Travel_Rarely","Medical","Married","High",3986,80,34,15,1697,3,3,1,"No","Research & Development",10,2,1,1,1157
"439",439,"Newhouse, Joshua",1439,1994,"Yes",24,1,3,14,73,0,8040,"Very Satisfied","Y",3,1,"Sales Representative",1,1,"Male","Travel_Frequently","Life Sciences","Single","High",1118,80,25,1,1279,4,4,1,"Yes","Sales",0,1,0,1,599
"440",440,"Brisbane, Brandon",1440,1980,"No",6,3,3,15,42,7,21457,"Disatisfied","Y",4,1,"Healthcare Representative",1,7,"Male","Travel_Rarely","Medical","Married","High",9991,80,39,9,2061,5,1,1,"No","Research & Development",7,2,1,4,613
"441",441,"Hanamura, James",1441,1988,"No",8,3,3,18,31,9,8386,"Very Satisfied","Y",1,9,"Sales Executive",2,13,"Male","Travel_Rarely","Life Sciences","Divorced","High",10793,80,31,13,1456,5,1,1,"No","Sales",7,3,1,1,326
"442",442,"Duncan, Katrina",1442,1991,"Yes",13,2,3,11,84,2,23352,"Satisfied","Y",4,2,"Sales Executive",2,2,"Female","Travel_Rarely","Marketing","Single","High",9854,80,28,6,1926,NA,4,1,"Yes","Sales",0,3,0,3,1475
"443",443,"el-Haque, Huraira",1443,1972,"Yes",9,4,1,11,82,10,24164,"Satisfied","Y",3,14,"Sales Executive",3,23,"Male","Travel_Frequently","Life Sciences","Married","High",12936,80,47,25,1713,3,3,1,"No","Sales",5,1,0,7,1093
"444",444,"el-Akhtar, Waatiq",1444,1994,"Yes",3,1,3,13,91,2,9396,"Disatisfied","Y",1,0,"Laboratory Technician",3,2,"Male","Travel_Rarely","Medical","Married","High",4031,80,25,6,541,5,3,1,"No","Research & Development",2,3,1,5,688
"445",445,"Turner, Christopher",1445,1983,"No",6,2,3,20,84,1,2819,"OK","Y",2,0,"Manufacturing Director",2,3,"Male","Travel_Rarely","Medical","Divorced","Very High",4941,80,36,7,182,NA,4,1,"No","Research & Development",2,3,2,6,216
"446",446,"Le, Krystel Lee",1446,1978,"No",1,2,3,17,66,7,4297,"Disatisfied","Y",3,1,"Sales Executive",3,9,"Female","Travel_Frequently","Marketing","Divorced","High",4103,80,41,10,1351,2,4,1,"No","Sales",3,3,1,0,1018
"447",447,"el-Abdoo, Saleet",1447,1983,"No",8,1,3,21,77,3,8635,"Disatisfied","Y",1,0,"Human Resources",3,5,"Male","Travel_Rarely","Life Sciences","Married","Very High",2342,80,36,6,873,3,3,1,"No","Human Resources",4,2,0,0,1278
"448",448,"Walker, Stevin",1448,1985,"No",3,1,3,17,40,0,22478,"Very Satisfied","Y",3,0,"Research Scientist",4,0,"Male","Non-Travel","Life Sciences","Married","High",2979,80,34,6,1117,2,4,1,"No","Research & Development",0,2,3,3,697
"449",449,"el-Mowad, Sadi",1449,1964,"No",4,2,3,16,30,2,16143,"Satisfied","Y",4,1,"Healthcare Representative",4,3,"Male","Travel_Rarely","Life Sciences","Married","High",4035,80,55,4,1502,2,2,1,"Yes","Research & Development",2,3,0,0,1229
"450",450,"Williams, Lakim",1450,1994,"No",18,2,2,11,93,2,12477,"Satisfied","Y",1,1,"Sales Executive",1,3,"Male","Travel_Rarely","Life Sciences","Married","High",6232,80,25,6,1401,3,2,1,"No","Sales",2,4,0,2,1372
"451",451,"Warner, Frankie",1451,1979,"No",2,1,3,14,98,2,12549,"Satisfied","Y",3,0,"Research Scientist",4,5,"Female","Travel_Rarely","Medical","Married","High",2001,80,40,20,2044,2,2,1,"No","Research & Development",3,3,3,2,1194
"452",452,"Powers, Christian",1452,1973,"No",2,3,2,12,74,3,5596,"Very Satisfied","Y",3,0,"Sales Executive",3,10,"Male","Travel_Rarely","Life Sciences","Divorced","High",10368,80,46,13,1738,5,2,1,"Yes","Sales",6,3,1,4,1277
"453",453,"Pachello, Lawrence",1453,1974,"No",10,1,2,21,69,2,9655,"Very Satisfied","Y",1,0,"Research Scientist",2,2,"Male","Travel_Rarely","Life Sciences","Married","Very High",2654,80,45,8,545,3,4,1,"No","Research & Development",2,3,2,3,192
"454",454,"Vazquez, Cory",1454,1983,"No",3,3,3,11,48,12,7246,"Very Satisfied","Y",1,1,"Sales Executive",4,13,"Male","Travel_Frequently","Medical","Married","High",9699,80,36,16,479,2,1,1,"No","Sales",9,2,1,4,541
"455",455,"Beascochea, Andrew",1455,1984,"No",3,1,3,18,41,0,16900,"Satisfied","Y",3,0,"Laboratory Technician",3,1,"Male","Non-Travel","Life Sciences","Married","High",1281,80,35,1,705,3,3,1,"No","Research & Development",0,2,2,1,727
"456",456,"Hogan, Andrea",1456,1977,"No",2,1,3,11,56,8,8007,"Disatisfied","Y",4,7,"Laboratory Technician",3,9,"Female","Travel_Rarely","Medical","Divorced","High",2593,80,42,10,357,4,3,1,"Yes","Research & Development",6,2,1,0,269
"457",457,"al-Moustafa, Maisara",1457,1974,"No",7,3,3,17,59,0,18787,"Disatisfied","Y",2,0,"Research Scientist",3,1,"Male","Travel_Rarely","Life Sciences","Divorced","High",9724,80,45,25,78,2,3,1,"No","Research & Development",0,3,1,2,1339
"458",458,"el-Alli, Muhaajir",1458,1997,"Yes",7,1,3,23,75,0,26092,"OK","Y",4,0,"Research Scientist",1,1,"Male","Travel_Rarely","Life Sciences","Single","Very High",2472,80,22,1,1879,2,1,1,"Yes","Research & Development",0,3,0,1,391
"459",459,"el-Abad, Yoosuf",1459,1968,"Yes",8,3,3,15,53,3,25150,"Very Satisfied","Y",1,0,"Manufacturing Director",4,4,"Male","Travel_Frequently","Life Sciences","Single","High",10650,80,51,18,183,2,4,1,"No","Research & Development",2,1,0,2,1150
"460",460,"Madera, Taryn",1460,1976,"No",10,1,3,19,33,7,10675,"Very Satisfied","Y",3,1,"Laboratory Technician",4,8,"Female","Travel_Frequently","Life Sciences","Single","High",2455,80,43,9,428,5,1,1,"No","Research & Development",7,3,0,0,185
"461",461,"Sanford, Kendaja",1461,1989,"Yes",22,1,3,11,48,1,11539,"Satisfied","Y",1,0,"Research Scientist",3,5,"Female","Travel_Rarely","Life Sciences","Married","High",2132,80,30,7,1005,2,2,1,"Yes","Research & Development",2,3,0,4,138
"462",462,"Rishsefid, Lee",1462,1989,"Yes",4,1,3,23,40,0,3427,"Very Satisfied","Y",3,0,"Research Scientist",3,1,"Male","Travel_Frequently","Technical Degree","Single","Very High",2285,80,30,3,521,4,3,1,"Yes","Research & Development",0,3,0,9,464
"463",463,"Bamba, Sarah",1463,1992,"No",10,2,3,11,98,4,7100,"Very Satisfied","Y",4,4,"Sales Executive",3,6,"Female","Travel_Rarely","Marketing","Married","High",5769,80,27,6,1409,3,4,1,"Yes","Sales",2,2,0,1,205
"464",464,"Simpson, Luis",1464,1970,"No",8,2,3,23,61,7,24907,"OK","Y",3,1,"Research Scientist",1,10,"Male","Travel_Frequently","Life Sciences","Married","Very High",5130,80,49,10,3,3,4,1,"No","Research & Development",7,2,1,1,279
"465",465,"Reinhardt, Spencer",1465,2001,"Yes",5,1,3,14,69,0,8059,"OK","Y",2,0,"Sales Representative",3,0,"Male","Travel_Frequently","Marketing","Single","High",1878,80,18,0,608,3,4,1,"Yes","Sales",0,3,0,1,1306
"466",466,"Costello, Kaylan",1466,1990,"No",1,2,2,12,89,2,6225,"Disatisfied","Y",1,0,"Healthcare Representative",3,5,"Male","Travel_Rarely","Life Sciences","Married","High",5373,80,29,6,1962,5,1,1,"No","Research & Development",3,3,1,0,136
"467",467,"Bowman, Samuel",1467,1975,"No",28,4,4,13,32,17,22074,"Disatisfied","Y",4,14,"Research Director",3,20,"Male","Travel_Rarely","Life Sciences","Married","High",16328,80,44,24,1526,1,3,1,"No","Research & Development",6,3,1,3,136
"468",468,"el-Shakir, Adhraaa",1468,1985,"No",2,1,3,11,86,3,7530,"Disatisfied","Y",3,1,"Research Scientist",4,6,"Female","Travel_Rarely","Medical","Single","High",4381,80,34,6,807,3,3,1,"No","Research & Development",5,2,0,1,121
"469",469,"al-Daoud, Muhaajir",1469,1964,"No",NA,3,3,14,70,0,18092,"Very Satisfied","Y",1,1,"Sales Executive",2,1,"Male","Travel_Rarely","Life Sciences","Married","High",10239,80,55,24,114,4,4,1,"No","Sales",0,3,1,3,111
"470",470,"Thomas, Nathan",1470,1989,"No",1,1,3,21,38,2,24375,"Satisfied","Y",4,0,"Laboratory Technician",3,2,"Male","Travel_Rarely","Life Sciences","Married","Very High",3833,80,30,7,807,2,3,1,"No","Research & Development",2,1,2,3,921
"471",471,"Myers, Keenan",1471,1991,"No",10,2,4,13,59,7,7909,"Satisfied","Y",3,1,"Research Scientist",3,8,"Female","Travel_Rarely","Other","Single","High",3660,80,28,10,1092,4,4,1,"No","Research & Development",7,3,0,3,857
"472",472,"el-Noori, Hasan",1472,1994,"No",28,2,3,18,41,2,24835,"Satisfied","Y",1,2,"Sales Executive",3,2,"Male","Travel_Rarely","Life Sciences","Married","High",8639,80,25,6,187,3,4,1,"No","Sales",2,2,0,2,959
